900005,https://www.commercialguru.com.sg/listing/22096835/for-sale-suntec-penthouse-office-for-sale,Sale,Suntec penthouse office for sale,Temasek Boulevard,Boat Quay / Raffles Place / Marina,Office,N/A,N/A,10000,N/A,35000000,"3,500.00",Fully Fitted,N/A,"Description
Prime Suntec penthouse office for sale
                                    Enjoy stunning viewings from this stunning penthouse office unit for sale

10000 sqft floor area 
Comes fully fitted with conference rooms, meeting rooms, director rooms, exclusive reception area and pantry. 

Contact us at 81395207 
for viewing
                                    Read More",2020-05-24 00:00:00+08,Active,R009902G,12001
900006,https://www.commercialguru.com.sg/listing/22893787/for-sale-beauty-world-centre,Sale,Beauty World Centre,144 Upper Bukit Timah Road,Clementi Park / Upper Bukit Timah,Mall Shop,N/A,N/A,920,N/A,1930000,"2,097.83",N/A,N/A,"Description
Call now to enquire
                                    Retail for sale . Future beauty world transformation, integrated transport hub, cross island line, community club, new shopping centers. value for money .

Beauty World Centre is a commercial property located 144, Upper Bukit Timah Road, 588177 in District 21. Beauty World Centre is primarily used for Mall Shop rental and sale. Beauty World Centre is close to Bukit Batok MRT Station (NS2). It is near to several bus stops located opposite Bukit Timah Shopping Centre, Jalan Anak Bukit – 42109, opposite Bukit Timah Shopping Centre, Upper Bukit Timah – 42091 and before Upper Bukit Timah Road - 42159 . Amenities near Beauty World Centre Beauty World Centre has several eateries located within its building such as Beauty Worl Food Centre and Joo Mak Korean Restaurant. Beauty World Centre is within reasonable distance to NTUC Fairprice Supermarket and it is an array of amenities such as grocery, retail shopping, banks and more. Beauty World Centre is accessible via Jalan Anak Bukit, Jalan Jurong Kechil and Pan Island Expressway.
                                    Read More",2020-05-24 00:00:00+08,Active,R017952G,12001
900007,https://www.commercialguru.com.sg/listing/22323133/for-sale-north-spring-bizhub,Sale,North Spring Bizhub,11 Yishun industrial Street 1,Sembawang / Yishun,Light Industrial (B1),N/A,N/A,1604,N/A,820000,511.22,Partially Fitted,N/A,"Description
Do not miss! Ground floor factory with office area for sale!
                                    Hurry up! Ground floor factory with fully fitted office area for sale! Sell below valuation! 

- Ceiling height 6 meters
- Office area is fully fitted
- Other area shelving available
- Pantry and restroom is within the unit 
- Immediately available

Please kindly contact Jane @ 9223 6157 
for more info or exclusive viewing NOW!
                                    Read More",2020-05-24 00:00:00+08,Active,R058196A,12001
900008,https://www.commercialguru.com.sg/listing/21345523/for-sale-little-india-conservation-area,Sale,Little India Conservation Area,63 Syed Alwi Road,Farrer Park / Serangoon Rd,Shop / Shophouse,99-year Leasehold,N/A,2196,N/A,3200000,"1,457.19",N/A,N/A,"Description
Sell below cost. Price negotiable. Beautiful facade
                                    Fire Sale , Selling below valuation and Urgent ! Asking $3.2M (Inclusive of 7% GST) and negotiable

Fully Restored Conservation Shophouses within Little India Conservation Area for Sale ! Call Lionel @  +65 87866000 
to view and appreciate ! 

For Offices / Coworking / Restaurants / Retail /Beauty Salon 

- Fully Restored and Refurbished . Cost Savings on Mega Restoration effort 
- Land Area 1292 sqft , Estimated Build up 2196sqft 
- Selling below Valuation ! 
- 99 year leasehold starting from Nov'1999
- Zoned Commercial under URA master plan 2014
- Foreigners eligible to buy at no ABSD and no SSD
- Beautifully renovated according to strict conservation guidelines  
- Minutes walk to 3 MRT lines - Jalan Besar MRT (Downtown Line) , lavender MRT(EW LINE) and Farrer MRT(NE Line) 
- In the enclave of cultural heritage, hotels,  cafes / bars , retail shops and offices 
- Main road frontage to maximum exposure from human crowd and car traffic . Good for businesses 
- Value of owning land titles over strata commercial property 
- Near Mustafa, Sim Lim Tower, Sim Lim Square and Golden Wall Centre

Why is capital gain more important consideration than rental yield
- Heritage value  appealing to Family offices and High Net worth individuals
- Scarcity in market

Landed Conservation Shophouse VS Strata Titled Commercial, which one has more value ? 
- Only $13xx based on built up area
- Strata titled ARC 380 retails shop sold close to $5000 psf 

Sungei Road ""Thief"" Market recently moved out to make way for future residential development , driving up the human footprint in future !

Call 87866000 
for expression of interest
                                    Read More",2020-05-24 00:00:00+08,Active,R057742E,12001
900009,https://www.commercialguru.com.sg/listing/22940388/for-sale-kewalram-hillview,Sale,Kewalram Hillview,120 Hillview Avenue,Dairy Farm / Bukit Panjang / Choa Chu Kang,Warehouse,999-year Leasehold,1984,2794,N/A,1550000,554.76,N/A,N/A,"Description
Call now to enquire
                                    Kewalram Hillview is a commercial property located at 120, Hillview Avenue, 669594 in District 23. Kewalram Hillview is primarily used for Office rent and sale. Kewalram Hillview is close to Bukit Gombak MRT Station (NS3) and Bukit Batok MRT Station (NS2). It is near to several bus stops located opposite The Rail Mall – 43051, at The Rail Mall – 43059 and opposite Hume Park Condo – 43049.


Amenities near Kewalram Hillview

Kewalram Hillview is near to several eateries located at nearby buildings such as Al-Ameen Eating House and McDonald’s Fast Food Restaurant.

Kewalram Hillview is within reasonable distance to Cold Storage Supermarket. It is also close to West Mall for an array of amenities such as grocery and retail shopping, banks and more.

Kewalram Hillview is accessible via Hillview Avenue, Hillview Drive and Upper Bukit Timah Road.
                                    Read More",2020-05-24 00:00:00+08,Active,R010379B,12001
900010,https://www.commercialguru.com.sg/listing/21921592/for-sale-midpoint-orchard,Sale,Midpoint Orchard,220 Orchard Road,Orchard / River Valley,Mall Shop,Unknown Tenure,N/A,452,N/A,1850000,"4,092.92",Bare,N/A,"Description
Priced to sell. Retail shop
                                    ***Priced to Sell***

Please call Wynstan @ 8133 5437 
for an exclusive viewing or to find out more!

* Motivated seller
* enbloc potential
* tenanted till end August 2019
* freehold
* right opposite 313 Somerset
* bus stop directly in front
* Super convenient location
* good rentability
* foreigner Eligible!
* TE14 Orchart MRT (0.11km)
* NS23 Somerset MRT (0.17km)

Midpoint Orchard is a commercial property located at 220, Orchard Road, 238852 in District 09. Midpoint Orchard is primarily used for Commercial/Office rental and sale. Midpoint Orchard is close to Somerset MRT (NS23), Orchard MRT (NS22) and Dhoby Ghaut MRT (CC1/NE6/NS24). It is near to several bus stops located Midpoint Orchard, Orchard Road – 09038, Somerset Station, Somerset Road – 08121, Opp Meritus Mandarin, Orchard Road – 09037 and Orchard Plaza, Orchard Road – 08137. 

Amenities near Midpoint Orchard 

Midpoint Orchard is near to several eateries located at nearby buildings such as Food Republic and CocoICHIBANYA Curry House at 313@Somerset. 

Midpoint Orchard is within reasonable distance to Cold Storage, Market Place, NTUC Fairprice and Carrefour Supermarkets. It is also close to Orchard Emerald, OG Orchard, 313@Somerset, Orchard Shopping Centre, The Centrepoint, Orchard Central, The Heeren, Orchard Point and TripleOne Somerset for an array of amenities such as grocery and retail shopping, banks and more. 

Midpoint Orchard is accessible via Emerald Link, Emerald Hill Road and Orchard Road

Do not miss this great deal. Call Wynstan @ 8133 5437 
for an exclusive viewing today.
                                    Read More",2020-05-24 00:00:00+08,Active,R043823I,12001
900011,https://www.commercialguru.com.sg/listing/21888693/for-sale-midview-building,Sale,Midview Building,50 Bukit Batok Street 23,Dairy Farm / Bukit Panjang / Choa Chu Kang,Light Industrial (B1),N/A,N/A,1033,N/A,380000,367.86,Partially Fitted,N/A,"Description
Near amenities and minutes MRT
                                    Leasehold  Factory @ Midview Building 
Work station cum warehouse
Office with Aircon 
Washroom
Good Floor Area for small start up
Ample basement and open parking lots
Lorry loading and unloading Bay
2 Cargo lifts
2 passenger lifts.
Near to coffeeshops and mini marts.
Mintues to bus stop.
=======================================
BUY / SELL / RENT
Owners & Landlords : Call now and I will help you find the potential Buyer or preferred Tenant for your unit.
Buyers & Tenants     : Call now and l will help you find the ideal unit with the best price or the budget rental price range.

RECRUITMENT
New/Experienced Real Estate Agents want for our Expanding Team in Sale , Rental and Project Markets. The Team with the Right Knowledge ! Right Growth ! Right Distinction !

Please Call Sam Lee 98221561dcvfdcsfddsafzfxedawfs 
for non-obligatory discussion for your Sale /Rental Needs!!! 

The Service you Trust

Sam Lee
 98221561 

Associate Division Director
CEA Reg. No. R011229E
Huttons Asia Pte Ltd
License No. L3008899K
                                    Read More",2020-05-24 00:00:00+08,Active,R011229E,12001
900012,https://www.commercialguru.com.sg/listing/22111596/for-sale-29-sembawang-road,Sale,29 Sembawang Road,Sembawang Road,Sembawang / Yishun,Shop / Shophouse,Freehold,N/A,2200,N/A,2800000,"1,272.73",Bare,N/A,"Description
Freehold Shophouse, Main Road Facing, 1st Floor F&B at Sembawang Road
                                    ♦️ FOR SALE ♦️ GOOD DEAL ♦️ 
Freehold Shophouse, Main Road Facing, 1st Floor F&B at Sembawang Road

✅ Unit Details ✅

* 29 & 29A Sembawang Road Singapore 779081
* 2 Storey Shophouse
* Land Size: 1,260 sqft
* Freehold
* Asking $2.8mil nego
* Good buy!!
* Freehold Shophouse priced like HDB Shophouse
* No GST

* 1st Floor: ~1,200 sqft (F&B)
* 2nd Floor: ~1,000 sqft (Residential with 3 Bedrooms)

✅ Other Details ✅

* Face Main Road
* Ample parking at Springleaf Nature Park
* Near to future Springleaf MRT

=========
For more details, photos, plans or other listings:
http://asianprimeproperties.com/listing/f-b-facing
-sembawang-road/
=========

Sherry Tang | 9844-4400 | Coldwell Banker (AsianPrime) | AsianPrime.sg 

FOLLOW US ON SOCIAL MEDIA
Website ► http://asianprimeproperties.com 
Facebook ► https://www.facebook.com/asianprimeproperties/
Instagram ► http://www.instagram.com/asianprimeproperties/ 
Linked ► https://www.linkedin.com/in/asianprimeproperties/

SUBSCRIBED FOR MORE VIDEOS
Subscribe to Our Channel ► https://www.youtube.com/c/AsianPrimeProperties

BOOK AN APPOINTMENT HERE
Email ► enquiry@asianprimeproperties.com 
Whatsapp ► wa.me/ 6598444400 

                                    Read More",2020-05-24 00:00:00+08,Active,R020241C,12001
900013,https://www.commercialguru.com.sg/listing/22251567/for-sale-157-ang-mo-kio-avenue-4,Sale,157 Ang Mo Kio Avenue 4,157 Ang Mo Kio Avenue 4,Ang Mo Kio / Bishan / Thomson,Shop / Shophouse,99-year Leasehold,1981,1819,N/A,2000000,"1,099.51",Bare,N/A,"Description
HDB shophouse facing main road near market & new MRT station
                                    FOR SALE: HDB shophouse facing main road near market & upcoming MRT station

* Total Floor Area: 169 sqm | 1,819 sqf
>> Level 1: 89 sqm (Commercial/Retail with toilet)
>> Level 2: 80 sqm (Residential/2-bedroom/2 baths)

* Lease: 85 years wef. 1/10/1994 ( balance 59 years)

* Low-rise HDB shophouse with residential on Levels 3 & 4
* A few medical & dental clinics and famous Gim Tim Chinese restaurant in the same block

* Near Upcoming Mayflower MRT Station (TEL) to be operational by end of 2020
* Near Mayflower Market & Food Centre @ Ang Mo Kio Avenue 4 with lots of good food

* Ample carpark lots
* Huge carpark which extends all the way to Block 151 connecting Ang Mo Kio Avenue 5

* Good human traffic
* Great investment potential with new MRT coming into service very soon
* FOREIGNERS eligible to purchase!
* Genuine Serious Seller

=============
For viewings, please call SHERRY @ 9844 4400 

=============
For more info or other listings:
http://asianprimeproperties.com/listing/hdb-shopho
use-near-market-mrt/

FOLLOW US ON SOCIAL MEDIA
Website ► http://asianprimeproperties.com 
Facebook ► https://www.facebook.com/asianprimeproperties/
Instagram ► http://www.instagram.com/asianprimeproperties/ 
Linked ► https://www.linkedin.com/in/asianprimeproperties/

SUBSCRIBED FOR MORE VIDEOS
Subscribe to Our Channel ► https://www.youtube.com/c/AsianPrimeProperties

BOOK AN APPOINTMENT HERE
Email ► enquiry@asianprimeproperties.com 
Whatsapp ► wa.me/ 6598444400 

                                    Read More",2020-05-24 00:00:00+08,Active,R020241C,12001
900014,https://www.commercialguru.com.sg/listing/22267751/for-sale-inspace,Sale,Inspace,24 New Industrial Road,Hougang / Punggol / Sengkang,Light Industrial (B1),Freehold,2025,2411,N/A,1709000,708.83,N/A,N/A,"Description
Starbuy Units now! 1st Smart tech B1 Industrial.Rare Freehold Tai Seng
                                    * LIMITED STARBUY UNITS AVAILABLE NOW* 
Call Joycelyn before they are gone  +65 98244989 


FUTURE PROOF your business/ investment with Singapore's 1st Smart B1 Industrial.  

LIFESTYLE CONCEPT at roof terrace to attract the right talent pool and sophisticated tenants.

*Rare freehold + superb location near growth areas secure your future potential capital appreciation*

TOP estimated 1Q 2022. Position yourself for post Covid19 recovery.

With the onset of Covid19,  businesses are facing challenging times with the exception of businesses in food delivery, logistics , food preparation, security, data etc. 

So, how do you stay agile as a real estate investor in these times? 

Find out from Joycelyn at  +65 98244989 
.

 INSPACE 
*  Rare Freehold
*  B1 Industrial
*  Ramped up 
*  Mezzanine within unit
*  High ceiling
*  25m Lap Pool
*  Outdoor Fitness Corner
*  Changing rooms & shower points

Location: 
* Near future mega development (ex Paya Lebar Airbase)
* Near Tai Seng Business Cluster
* Near Macpherson Residential + Business 
   Cluster
* Near Bidadari Estate

■ Close Proximity to 2 MRT Stations – Bartley and Tai Seng (Circle Line)
■ Close to 3 Expressways – PIE, CTE and KPE
■ 15 minute drive to Changi International Airport
■ 15 minute drive to Central Business District

Various sizes available. 
Price starts from SGD 1.791m  

Contact Joycelyn today at   +65 98244989 
.



INSPACE位于NEW INDUSTRIAL ROAD永久地契的轻工业商务空间
✅永久地契
✅无额外买家印花税
✅外籍人士可选购
✅18 个月免付费短程巴士服务
✅ 第一个工业智慧系统服务
✅小型货车可行驶直达单位

您是否知道投资的下一套房产必需支付买家额外印花税吗？
今天就联络若诗了解详情  +65 98244989 

                                    Read More",2020-05-24 00:00:00+08,Active,R061918G,12001
