300001,https://www.propertyguru.com.sg/listing/21873196/for-rent-the-colonnade,Rent,The Colonnade,82 Grange Road,,Condominium,Freehold,1986,3617,13900,3.84,3,4,Middle Floor,Partially Furnished,Ready to move,"Description
The Spacious Bungalow In The Sky
                                    The colonnade is an architectural icon nesting along a leafy and exclusive Grange Road neighbourhood. 
It is centrally located within walking distance to Singapore’s prime shopping belt, Orchard Road, Great World City, various medical centers as well as world heritage Botanic Gardens.

It has various sizes and layout of apartments. Each apartment offers residents a unique bungalow living experience defined by its large space, lofty ceilings and generous balconies.

The extensive grounds feature an excellent range of facilities to provide the communal and family spirit within the residents.

Call Ling Shek at  +65 9642 7112 
for an appointment to see it youself.
                                    Read More",19h,Active,R057700Z,,
300002,https://www.propertyguru.com.sg/listing/22930293/for-rent-liv-on-wilkie,Rent,Liv on Wilkie,Wilkie Terrace,,Apartment,Freehold,2019,570,3700,6.49,2,2,N/A,Fully Furnished,Ready to move,"Description
Near Dhoby Ghaut MRT interchange Little India MRT interchange
                                    ** Immediate 

* 2 bedroom dual key
* Quiet Facing
* Fully Furnished
* Ensuite Bathroom
* Walking distance to Little India MRT & Dhoby
Ghaut MRT station.


Keys on hand

Call Gabriel @ 98357874 
 for an exclusive viewing!
                                    Read More",11h,Active,R028835J,,
300003,https://www.propertyguru.com.sg/listing/22356061/for-rent-skypark-somerset,Rent,Skypark @ Somerset,22 Saint Thomas Walk,,Apartment,Freehold,2010,3347,19000,5.68,4,4,High Floor,Fully Furnished,Ready to move,"Description
Duplex layout
                                    Luxurious way of living in a spacious duplex home, high above ground, surrounded by lush gardens of green and a backdrop of blue sky. This 32 storey development, comprising of 56 apartments, will take your breath away every day with a stunning panoramic view of the surrounding city-view.
Duplex layout
800 sqft sky garden on every floor
Private balcony w/ jacuzzi
Individual unit on each floor
High ceiling, windy
4 +1 bedrooms, 3347 sq ft $19k/month
*photos not the actual unit but for illustration purpose only

Call ELLA now at 9155-1010 for viewing appointment.
                                    Read More",4d,Active,R015528H,,
300004,https://www.propertyguru.com.sg/listing/22495685/for-rent-river-place,Rent,River Place,60 Havelock Road,X,Condominium,99-year Leasehold,2000,968,4300,4.44,2,2,Middle Floor,N/A,Ready to move,"Description
Call now to enquire
                                    River Place is an attractive condominium offering great facilities and located in an unrivalled position along the Singapore River. Not only situated in the hub of the Robertson Quay restaurant scene and close to the lively Clarke Quay, but within minutes of the CBD, Orchard road shopping district, Fort Canning Park and Chinatown.

Trains (MRT & LRT)
FORT CANNING MRT
DT20
CHINATOWN MRT
DT19 NE4
CLARKE QUAY MRT
NE5

Groceries & Supermarts
Sheng Siong Supermarket(Chin Swee)0.29 km
Cold Storage UE Square0.38 km
NTUC Fairprice (Chinatown Point)0.69 km
                                    Read More",21m,Active,R006031G,X,X
300005,https://www.propertyguru.com.sg/listing/22886650/for-rent-zenith-zion,Rent,Zenith @ Zion,60 Zion Road,X,Apartment,999-year Leasehold,2011,1130,4200,3.72,2,2,High Floor,Partially Furnished,"11 Aug, 2020","Description
Beautiful unit and conveniently located. Don't miss!
                                    Dear tenant,

Are you looking for a good size unit that gives you and love ones the convenience to daily amenties and eateries? Not just that, this unit also gives you the space you need plus a good outdoor space with an awesome view!

- Available after 10th Aug 2020
- 2 Balconies
- Partially Furnished
- Well Maintained
- Outdoor Jacuzzi
- Corner unit
- Comes with walk-in wardrobe

Call / Sms Raymond at 98302321 
now!
                                    Read More",26m,Active,R046422A,X,X
300006,https://www.propertyguru.com.sg/listing/22410803/for-rent-meraprime,Rent,Meraprime,301 Jalan Bukit Ho Swee,X,Condominium,99-year Leasehold,2006,1200,5200,4.33,3,2,High Floor,Fully Furnished,Ready to move,"Description
Short walk to MRT 2 mintes
                                    I have a key and 

start actual view from 19 june friday.

ps call for view  with owner directly
above #27 xx to #30xx
okamoto era 96164495 



i have a key
Japanese tenant moved out
last week.

all aircon new 1 year ago.
Hi floor above 27 xxx


Very High Floor Unit with nice view ~! 

 Unblocked and Windy/ Bright Unit 

 Fully Furnished with clean and neat furnitures 

Tiong Bahru MRT EW17 at your doorstep 

 Easy commute to CBD Area~! 

 Close to Town and Orchard
                                    Read More",42m,Active,R027554B,X,X
300007,https://www.propertyguru.com.sg/listing/22917169/for-rent-commonwealth-towers,Rent,Commonwealth Towers,commonwealth Avenue,X,Condominium,99-year Leasehold,2017,441,2500,5.67,1,1,High Floor,Fully Furnished,Ready to move,"Description
1bedroom unit for rent beside Commonwealth MRT Station
                                    High floor
Very breezy
Fully furnished
Nice landlord
Unblock view
NO MRT noise
Comes with a balcony

* bus services available
* 1min walk to Queenstown MRT Station
* near food establishments
* near amenities and schools

Please call/sms Novene Ng @ 90676014 
to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300008,https://www.propertyguru.com.sg/listing/22403034/for-rent-caribbean-at-keppel-bay,Rent,Caribbean at Keppel Bay,16 Keppel Bay Drive,X,Condominium,99-year Leasehold,2004,904,4250,4.7,2,2,High Floor,Partially Furnished,"1 Jul, 2020","Description
2bedroom unit with sea view in a great location for rent
                                    High floor
Bright & breezy
Serene environment
Swimming pool view
River view
Sky view
Spacious 2 bedrooms
Comes with balcony

* bus services available
* near Harbourfront MRT and Telok Blangah MRT
   Stations
* short distance drive to Harbourfront Centre and
   Vivo City

Please call/sms Novene Ng @ 90676014 
to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300009,https://www.propertyguru.com.sg/listing/22398420/for-rent-south-beach-residences,Rent,South Beach Residences,28 South Beach Road,X,Condominium,99-year Leasehold,2016,1744,13000,7.45,3,3,High Floor,Partially Furnished,Ready to move,"Description
Spacious 3bedroom unit with superb sea view next to Esplanade MRT
                                    High floor
Bright & breezy
Very beautiful and unblocked sea view
Comes with balcony and maidsroom
Very spacious bedrooms
Dry and wet kitchen

* minutes walk to Esplanade MRT and Suntec MRT
   Stations
* near Suntec City, Bugis Junction and Raffles City
* near Schools and Educations

Please call/sms Novene Ng @ 90676014 
to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300010,https://www.propertyguru.com.sg/listing/22324934/for-rent-one-dusun-residences,Rent,One Dusun Residences,1 Jalan Dusun,X,Condominium,Freehold,2017,484,2200,4.55,1,1,High Floor,Fully Furnished,Ready to move,"Description
High floor 1bedroom unit with unblock view
                                    High floor 
Bright & beeezy 
Unblock view 
Wall seperating 2nd bedroom and living area knocked down to make the living area spacious Fully furnished Nice landlord Comes with a balcony 

* bus services available 
* near Novena MRT, Toa Payoh MRT and Caldecott
   MRT Stations 
* near amenities and schools Please call/sms
   Novene Ng @ 90676014 
to arrange for a viewing
   now!
                                    Read More",48m,Active,R057176A,X,X
300011,https://www.propertyguru.com.sg/listing/22289657/for-rent-the-centris,Rent,The Centris,79 Jurong West Central 3,X,Apartment,99-year Leasehold,2009,1851,5200,2.81,3,3,High Floor,Fully Furnished,Ready to move,"Description
3bedroom unit on top of Jurong Point Shopping Mall
                                    Spacious 3bedroom unit
High floor
Bright & breezy
Unblock view
Quiet and peaceful environment
Away from MRT track noise
Comes with roof terrace
Pool view

- available 20th March 2020 onwards -

* bus services available
* stone throw distance to Boon Lay MRT Station,
   Boon Lay Bus Interchange and Jurong Point 
   Shopping mall
* near schools
                                    Read More",48m,Active,R057176A,X,X
300012,https://www.propertyguru.com.sg/listing/22285376/for-rent-burlington-square,Rent,Burlington Square,175B Bencoolen Street,X,Apartment,99-year Leasehold,1998,829,3400,4.1,2,2,High Floor,Fully Furnished,Ready to move,"Description
Spacious 2bedroom unit next to Rochor MRT Station
                                    Very good location
High floor
Bright & breezy
Unblock and outstanding view of the city skyline
Fully furnished
Spacious 2bedrooms

* bus services available
* next to Rochor MRT Station
* near Bugis MRT Station and Bugis Junction
* near amenities and schools

Please call/sms Novene Ng @ 90676014 
to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300013,https://www.propertyguru.com.sg/listing/22261179/for-rent-sky-eleven,Rent,Sky @ Eleven,11 Thomson Lane,X,Condominium,Freehold,2010,2271,8200,3.61,4,4,High Floor,Partially Furnished,Ready to move,"Description
4bedroom unit with great view
                                    High floor
Bright & breezy
Unblocked and greenery view
Comes with two balconys and home shelter
Very spacious 4bedrooms
Serene environment

* bus services available
* near Caldecott MRT and Toa Payoh MRT Stations
* short distance drive to Balestier Hill Shopping
   Centre and HDB Hub
* near amenities and schools

Please call/sms Novene Ng to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300014,https://www.propertyguru.com.sg/listing/22260228/for-rent-8-mount-sophia,Rent,8 @ Mount Sophia,10A Mount Sophia,X,Condominium,103-year Leasehold,2007,2626,6900,2.63,3,3,Penthouse,Partially Furnished,Ready to move,"Description
Lovely penthouse unit
                                    A well maintained Penthouse unit
Comes with roof terrace and balcony
Private jacuzzi on the roof terrace
Two entrances 
-Handy Road
-Sophia Road

* bus services available
* walking distance to Dhoby Ghaut MRT Station 
   and Plaza Singapura
* near Park Mall
* near amenities and schools

Please call/sms Novene Ng @ 90676014 
to arrange for a viewing now!
                                    Read More",48m,Active,R057176A,X,X
300015,https://www.propertyguru.com.sg/listing/21203159/for-rent-stellar-rv,Rent,Stellar RV,408 River Valley Road,X,Condominium,Freehold,2015,538,2500,4.65,2,1,High Floor,Fully Furnished,Ready to move,"Description
Call for viewing appt now!
                                    ***2BR for Rent***

- Fully Furnished
- High Floor
- Quiet living environment
- Immediate

Nearby amenities
~ Eateries shops along River Valley Road
~ Cold Storage (Valley Point)
~ NTUC (Valley Point)
~ Great World City

Kindly call Madeline 93365237 
for viewing appointment now.
                                    Read More",2h,Active,R007731G,X,X
300016,https://www.propertyguru.com.sg/listing/20542742/for-rent-optima-tanah-merah,Rent,Optima @ Tanah Merah,78 Tanah Merah Kechil Avenue,X,Apartment,99-year Leasehold,2012,1001,3300,3.3,2,2,High Floor,Partially Furnished,"16 Aug, 2020","Description
Spacious 2 Bedroom Unit Next to Tanah Merah MRT!
                                    Spacious 2+Study available for Rent @ Optima!
- High floor bright and windy
- Fantastic Pool View
- Spacious living, bedrooms
- Good size kitchen & bathrooms
- Nice spacious balcony
- Beautiful and well maintained condition
- Enjoy full relaxing experience with the full condo facilities!

Next to Tanah Merah MRT Station (1 min walk)

Extremely Convenient! 
1 MRT stop to Expo/ Changi Business Park
2 MRT stops to Changi Airport for frequent fliers
1 MRT stop to Bedok Mall or Simei East Point Mall for daily amenities and shopping
20 mins train ride to CBD!

Partial Furnished. 


Call Xavier @ 97101669 
to view now!
                                    Read More",3h,Active,R056882E,X,X
300017,https://www.propertyguru.com.sg/listing/19945654/for-rent-the-cathay-residences,Rent,The Cathay Residences,30 Mount Sophia,X,Apartment,Freehold,2007,1219,5500,4.51,2,2,High Floor,Partially Furnished,Ready to move,"Description
Amenities at your doorstep!
                                    - Panoramic Unblocked View!! ( MBS, Esplanade, Fireworks, Orchard Road )
- Direct sheltered access to Cathay Mall
- Tennis Court
- Huge swimming pool facing MBS, Fort Canning Park, Espanade and YMCA
- Partially Furnished
- Newly Painted
- Well Kept
- Immediate
- 2-min walk to Dolby Ghaut MRT
- 2-min walk 24hrs convenience store
- 5 min walk to Plaza Singapore - Cold Storage, Restaurants, Movie Theater
- Cathay Movie Theater
- MRT interchange links to Purple line(NEL) , Red Line(NSL) and Yellow Line(CCL)

3 more units for viewing!

Feel free to call 94244441 
for more info.

Pictures are for illustration purposes. Actual unit may vary due to availability and suitability. 

Disclaimer: All built up areas are based on approximate measurements and are subject to final survey and shall not form part of any offer or contract or constitute any warranty by the salesperson and shall not be regarded as statements or representations of fact.


--------------------------------------------------
-------------------------------------
Located up on Mount Sophia right in the heart of town, The Cathay Residences redefines urban living. A quiet oasis at the pulse of where it all happens. The picturesque greenery of Mount Sophia and the captivating city lights will make this private enclave a very special one for the individual.
The Cathay Residences is situated on the 6th to 17th floors of The Cathay. Conveniently located at Dhoby Ghaut at the junction of Orchard Road and Bras Basah Road, The Cathay Residences is within walking distance from the Asian Civilisations Museum, Singapore History Museum, Fort Canning Park, Mount Emily Park, Little India and City Hall.

There are 75 two-bedroom units and 1 three-bedroom unit for lease at The Cathay Residences. The apartments have an average size of 1,000 square feet. The Cathay Residences is within a 5-minute walk to Dhoby Ghaut MRT Station. Bus and taxi are also right at the door-step of The Cathay Residences.


Dhoby Ghuat MRT
Orchard MRT
                                    Read More",4h,Active,R032222B,X,X
300018,https://www.propertyguru.com.sg/listing/22252627/for-rent-villa-delle-rose,Rent,Villa Delle Rose,Taman Nakhoda,X,Condominium,Freehold,1982,2868,7500,2.62,3,4,Low Floor,Partially Furnished,Ready to move,"Description
Next to Botanical Gardens, walk to MRT and Orchard road, Pool view
                                    Expat Choice! Walk up Mansionette with balcony pool and lush greenery view!
- 2868 sqft, Partial Furnished
- 3 Bedrooms + Living Hall + Kitchan + Balcony + Maid's Room + 4 Washrooms!
- Ground Floor - Spacious Living + Dinning hall + Kitchen +  Helper's Room + Washroom
- Upper Floor - 3 Rooms Ensuites + Family Hall
- Pool view with greenery, windy & quiet
-  Next to Botanical Gardens, Close proximity to MRT, Orchard Road
- Immediate
Call Kerri @ 9617 3480 
for a viewing now!
                                    Read More",4h,Active,R009919A,X,X
300019,https://www.propertyguru.com.sg/listing/22934688/for-rent-oue-twin-peaks,Rent,OUE Twin Peaks,33 Leonie Hill Road,X,Condominium,99-year Leasehold,2014,1604,8500,5.3,3,3,Middle Floor,Fully Furnished,"25 Jun, 2020","Description
Spacious 3 bedroom at Twin Peaks For Rent
                                    This spacious 3 bedroom unit (1604 sqft) @ OUE Twin Peaks is located at the heart of Orchard Shopping Malls @ 33 Leonie Hill Road.

Tenants will get to enjoy luxurious living, full condo facilities and the following attributes:
-  well furnished 3bdrm + study with quality fittings
-  spacious living and dining area
-  wet and dry kitchen
-  utility/maid room
-  good size balcony
-  enchanting view of Orchard Road
-  short walking distance to Somerset MRT Station,  Takashimaya and Paragon.
Please call Michael Goh @ 97511939 
for more details and viewing appointment.
                                    Read More",4h,Active,R049589E,X,X
300020,https://www.propertyguru.com.sg/listing/22865955/for-rent-regency-suites,Rent,Regency Suites,38 Kim Tian Road,X,Apartment,Freehold,2008,592,4100,6.93,1,1,Middle Floor,Fully Furnished,Ready to move,"Description
Stylish studio city living mins to tiong bahru mrt fully furnished
                                    SOHO Studio Rarely Available! 
Best of City Living! 
Freehold TOP 2008 
Regency Suites 592 sqft with high ceiling SOHO small office home office allowing more flexibility for business and live. 

Mins to Tiong Bahru MRT and Shopping mall Tiong Bahru Plaza. Excellence connectivity. Amenities within reach. Landmarks of nostalgia and city lifestyle mix of new and old charms. Tiong Bahru market, cafes, Art Deco shophouses, modern restaurants. 

For Rent $4100 nego 
For Sale $1,330,000 nego

Ivy Eyu 
OTT - AAG
www. 94559599 
.com
                                    Read More",5h,Active,R018940I,X,X
300021,https://www.propertyguru.com.sg/listing/21802732/for-rent-eco,Rent,eCO,273 Bedok South Avenue 3,X,Condominium,99-year Leasehold,2017,840,2600,3.1,2,2,Low Floor,Partially Furnished,"1 Jul, 2020","Description
2 bedrooms with two bathrooms mins to Tanah Merah MRT
                                    eCO @ Bedok South Ave 
Mins to Tanah Merah MRT
Spacious 2 bedroom with 2 bathrooms 
Study area with built in wardrobes 
840 sqft High ceiling 
Partial furnished with curtains, lightings and electrical appliances only 
NO Furniture. Available early July 2020.
Rent $2800
Sale $1.28M

For details and viewing, 
Ivy Eyu 
Exclusive Salesperson 
OT - AAG
www. 94559599 
.com
                                    Read More",5h,Active,R018940I,X,X
300022,https://www.propertyguru.com.sg/listing/22258322/for-rent-gem-residences,Rent,Gem Residences,1 Lorong 5 Toa Payoh,X,Condominium,99-year Leasehold,2020,310,1900,6.13,,,N/A,N/A,Ready to move,"Description
Gem Residences newly TOP!
                                    ☎️ Contact Angelin Loh at 96202498 
 for an immediate appointment! BEAUTIFUL UNITS at Gem Residences for Rent!

✅ TOP in 2020!
✅ Be the first to stay!
✅ Premium location!
✅ Multiple units available for daily viewing!
✅ Low or high floor
✅ Fully or partially furnished
✅ Breezy
✅ Functional units
✅ Cosy living and bedrooms
✅ Good size kitchen & bathrooms
✅ Units available - 1br, 2br, 2br-DK,3br, 3br-DK,4br,etc

Don't miss!!!
Call Angelin Loh at 96202498 
for viewing!

我会普通话。如有任何关于房产出租或售卖，欢迎你联系我。
电话号码：9620-2498.

About Gem Residences:
◾ A 99-year project strategically located in Toa Payoh District 12
◾ With extensive bus service
◾ Close to Braddell and Toa Payoh MRT stations
◾ Short drive to CBD and Orchard area
◾ Enjoy the full condo facilities, with club services

Childcare Centres and Schools nearby:
◾ Pei Chun Public School
◾ Kheng Cheng School
◾ First Toa Payoh Primary School
◾ Raffles Institution
◾ Beatty Secondary School
◾ Stamford American International School Singapore

Shopping amenities and local delicacy nearby:
◾ HDB Hub
◾ Junction 8
◾ The Poiz Centre
◾ Toa Payoh Lorong 4 Blk 93 Market and Hawker Centre
◾ Toa Payoh Lorong 5 Food Centre

Need further info or interested to know more? Call Angelin Loh now at 96202498 
 !
_______________________________________________
New and Beautiful Condos available for Rental and Sale too!
- Coco Palms
- eCO
- Silversea
- Bedok Residences
- The Poiz Residences
                                    Read More",5h,Active,R008873D,X,X
300023,https://www.propertyguru.com.sg/listing/22763912/for-rent-gem-residences,Rent,Gem Residences,1 Lorong 5 Toa Payoh,X,Condominium,99-year Leasehold,2020,484,2400,4.96,1,1,N/A,N/A,Ready to move,"Description
Unblocked view! Move in now!
                                    BEAUTIFUL UNITS at Gem Residences for RENT! Don’t miss it!

◾TOP in 2020!
◾Be the first to stay!
◾Premium Location!
◾Breezy
◾Functional units
◾Cosy living and bedrooms
◾Good size kitchen & bathrooms
◾Units available soon - 1br, 2br, 2br-DK,3br, 3br-DK,4br,etc

Don't miss!!! 
Call Angelin Loh at 96202498 
 for viewing!

我会普通话。如有任何关于房产出租或售卖，欢迎你联系我。
电话号码：9620-2498.

About Gem Residences:
◾A 99-year project strategically located in Toa Payoh District 12
◾With extensive bus service
◾Close to Braddell and Toa Payoh MRT stations
◾Short drive to CBD and Orchard area
◾Enjoy the full condo facilities, with club services

Childcare Centres and Schools nearby:
◾Pei Chun Public School
◾Kheng Cheng School
◾First Toa Payoh Primary School
◾Raffles Institution
◾Beatty Secondary School
◾Stamford American International School Singapore

Shopping amenities and local delicacy nearby:
◾HDB Hub
◾Junction 8
◾The Poiz Centre
◾Toa Payoh Lorong 4 Blk 93 Market and Hawker Centre
◾Toa Payoh Lorong 5 Food Centre

Need further info or interested to know more about this beautiful unit? Call Angelin Loh now at 96202498 
 !
_______________________________________________
New and Beautiful Condos available for Rental and Sale too!
- Coco Palms
- eCO
- Silversea
- Bedok Residences
- The Poiz Residences
                                    Read More",5h,Active,R008873D,X,X
300024,https://www.propertyguru.com.sg/listing/22253641/for-rent-gem-residences,Rent,Gem Residences,3 Lorong 5 Toa Payoh,X,Condominium,99-year Leasehold,2020,1012,4100,4.05,3,2,N/A,N/A,Ready to move,"Description
Multiple units available!
                                    ☎️ Contact Angelin Loh at 96202498 
 for an immediate appointment! BEAUTIFUL UNITS at Gem Residences for Rent!

✅ TOP in 2020!
✅ Be the first to stay!
✅ Premium location!
✅ Multiple units available for daily viewing!
✅ Low or high floor
✅ Fully or partially furnished
✅ Breezy
✅ Functional units
✅ Cosy living and bedrooms
✅ Good size kitchen & bathrooms
✅ Units available - 1br, 2br, 2br-DK,3br, 3br-DK,4br,etc

Don't miss!!!
Call Angelin Loh at 96202498 
for viewing!

我会普通话。如有任何关于房产出租或售卖，欢迎你联系我。
电话号码：9620-2498.

About Gem Residences:
◾ A 99-year project strategically located in Toa Payoh District 12
◾ With extensive bus service
◾ Close to Braddell and Toa Payoh MRT stations
◾ Short drive to CBD and Orchard area
◾ Enjoy the full condo facilities, with club services

Childcare Centres and Schools nearby:
◾ Pei Chun Public School
◾ Kheng Cheng School
◾ First Toa Payoh Primary School
◾ Raffles Institution
◾ Beatty Secondary School
◾ Stamford American International School Singapore

Shopping amenities and local delicacy nearby:
◾ HDB Hub
◾ Junction 8
◾ The Poiz Centre
◾ Toa Payoh Lorong 4 Blk 93 Market and Hawker Centre
◾ Toa Payoh Lorong 5 Food Centre

Need further info or interested to know more? Call Angelin Loh now at 96202498 
 !
_______________________________________________
New and Beautiful Condos available for Rental and Sale too!
- Coco Palms
- eCO
- Silversea
- Bedok Residences
- The Poiz Residences
                                    Read More",5h,Active,R008873D,X,X
300025,https://www.propertyguru.com.sg/listing/22615667/for-rent-gem-residences,Rent,Gem Residences,1 Lorong 5 Toa Payoh,X,Condominium,99-year Leasehold,2020,947,3700,3.91,3,2,N/A,N/A,Ready to move,"Description
Beautiful City Or Macritchie Reservoir Park Views!
                                    ☎️ Contact Angelin Loh at 96202498 
 for an immediate appointment! BEAUTIFUL UNITS at Gem Residences for Rent!

✅ TOP in 2020!
✅ Be the first to stay!
✅ Premium location!
✅ Multiple units available for daily viewing!
✅ Low or high floor
✅ Fully or partially furnished
✅ Breezy
✅ Functional units
✅ Cosy living and bedrooms
✅ Good size kitchen & bathrooms
✅ Units available - 1br, 2br, 2br-DK,3br, 3br-DK,4br,etc

Don't miss!!!
Call Angelin Loh at 96202498 
for viewing!

我会普通话。如有任何关于房产出租或售卖，欢迎你联系我。
电话号码：9620-2498.

About Gem Residences:
◾ A 99-year project strategically located in Toa Payoh District 12
◾ With extensive bus service
◾ Close to Braddell and Toa Payoh MRT stations
◾ Short drive to CBD and Orchard area
◾ Enjoy the full condo facilities, with club services

Childcare Centres and Schools nearby:
◾ Pei Chun Public School
◾ Kheng Cheng School
◾ First Toa Payoh Primary School
◾ Raffles Institution
◾ Beatty Secondary School
◾ Stamford American International School Singapore

Shopping amenities and local delicacy nearby:
◾ HDB Hub
◾ Junction 8
◾ The Poiz Centre
◾ Toa Payoh Lorong 4 Blk 93 Market and Hawker Centre
◾ Toa Payoh Lorong 5 Food Centre

Need further info or interested to know more? Call Angelin Loh now at 96202498 
 !
_______________________________________________
New and Beautiful Condos available for Rental and Sale too!
- Coco Palms
- eCO
- Silversea
- Bedok Residences
- The Poiz Residences
                                    Read More",5h,Active,R008873D,X,X
300026,https://www.propertyguru.com.sg/listing/22863578/for-rent-ripple-bay,Rent,Ripple Bay,12 Pasir Ris Link,X,Condominium,99-year Leasehold,2016,775,2250,2.9,2,2,High Floor,Fully Furnished,"31 Aug, 2020","Description
High floor pool view 2 bedrooms unit
                                    *High floor pool view unit, bright and windy
*No west sun
*5 mins walk to Pasir Ris Park
*10 mins walk to Downtown East
* Near to IKEA, Giant maga mall, Changi Airport, and Loyang industrial area
*3 bus-stops to Pasir Ris MRT station (East-West line), bus interchange, White Sands shopping mall, Pasir Ris Sport Centre, Pasir Ris Hawker Centre, and Pasir Ris Town Park with fishing and prawing ponds
*Easy access to Changi Airport, Tampines, Upper Changi Road, Bedok, and East Coast Park
*Easy access to TPE, PIE, and ECP
*Friendly and flexible Chinese landlord
*All races are welcomed! 
*Ready to move after 15 Aug 2020.
                                    Read More",5h,Active,R060113Z,X,X
300027,https://www.propertyguru.com.sg/listing/22120956/for-rent-elias-green,Rent,Elias Green,1 Elias Road,X,Condominium,99-year Leasehold,1994,150,900,6,,,Low Floor,Fully Furnished,Ready to move,"Description
Condo living at reasonable rental. Friendly landlady frequent overseas
                                    New Exclusive Listing!!

Looking for a Chinese lady - working professional or student.

Lives with only one person, the landlady who is frequently overseas.

Come home to privacy despite just a room rental.

* enjoy full condo facilities at Low rental
* club house, gym, pool, function rooms, 3 Squash courts, BBQ pits, sauna
* haha, landlady wants a clean and tidy tenant 
* attached bathroom, shared with landlady’s study
* helps with keeping the home clean
* light cooking
* Soothing Greenery view
* Immediate availability
* Shuttle service to Pasir Ris MRT station
* 3 bus stops away from Pasir Ris MRT station

Please call Jane Ee 96355293 
for an exclusive viewing.
                                    Read More",5h,Active,R059987I,X,X
300028,https://www.propertyguru.com.sg/listing/21568769/for-rent-st-michael-s-condo,Rent,St Michael's Condo,19 Saint Michael's Road,X,Condominium,Freehold,2002,958,3000,3.13,3,2,N/A,N/A,Ready to move,"Description
Don't miss out!
                                    **NEW LISTING**

St. Michael's Condo is located at 19, St. Michael's Road (S)327978 in District 12.

1) Property Age : FREEHOLD ! TOP 2002!
2) Property Size : 958 sqft! 3 bed 2 bath!
3) (Amenities Nearby) St. Wilfrid Sport Complex and Geylang Bahru Swimming Complex, The Elysia and St. Michael's Court
4) (Malls Nearby) Novena Square
5) (Schools Nearby)St. Andrew's Junior and Bendemeer Secondary School
6) (MRT Nearby)Boon Keng MRT 
7) Chinese owner! Serious and motivated!
8)  Luxurious lifestyle
9) No odd shape in unit!! 150% move in condition!!
10)For vehicle owners, travelling to the business hub from St. Michael's Condo takes just above 10 minutes, via Serangoon Road.

What u waiting for?
Call for a viewing now!
Nate
 98799896 

                                    Read More",5h,Active,R059242D,X,X
300029,https://www.propertyguru.com.sg/listing/21795983/for-rent-commonwealth-towers,Rent,Commonwealth Towers,commonwealth Avenue,X,Condominium,99-year Leasehold,2017,441,2500,5.67,1,1,High Floor,N/A,"9 Jul, 2020","Description
One Bedroom Unit for Rent! Convenient Location!
                                    Fully Furnished Unit
Available from 9th July 2020
High Floor

Squarish Layout
Cosy Ambience
Branded Appliances

Walking Distance to Queenstown MRT
Accessible to City

Nearby Amenities include IKEA and Anchorpoint Shopping Centre

Developed by CDL, Hong Leong and Hong Realty

Contact me @ 90066092 
to find out more now!

Kenny Ter
R060523B
PropNex Realty
 +65 90066092 

                                    Read More",5h,Active,R060523B,X,X
